405,95,490,2.82789,2.82968
75,405,490,2.80553,2.80803
-225,345,490,2.80697,2.80918
-315,-265,490,2.79045,2.79465
355,-205,490,2.80208,2.80423
155,-385,490,2.83096,2.83259
85,-405,490,2.81238,2.81508
-5,415,490,2.82568,2.82589
205,355,490,2.79205,2.79241
-255,325,490,2.82557,2.82765
-415,45,490,2.84216,2.84325
365,-195,490,2.80504,2.80552
-375,-175,490,2.82087,2.82263
-365,-185,490,2.78511,2.78568
-285,-295,490,2.78191,2.78487
-255,-325,490,2.80349,2.80697
-375,175,490,2.79524,2.79866
-375,-165,490,2.78467,2.78545
-405,75,490,2.80705,2.80886
295,-295,490,2.85046,2.8513
335,-245,490,2.81278,2.81436
65,-405,490,2.78812,2.78961
375,185,490,2.84503,2.84708
-285,-295,490,2.80149,2.80319
-285,295,490,2.78281,2.78623
85,405,490,2.79543,2.79952
-195,365,490,2.81399,2.81726
-415,-15,490,2.82817,2.8323
85,405,490,2.8156,2.8185
75,405,490,2.80197,2.80213
385,-145,490,2.78924,2.7931
385,145,490,2.80798,2.81184
-265,-315,490,2.79864,2.80085
-335,245,490,2.83348,2.83576
-95,405,490,2.83842,2.83966
355,-215,490,2.78666,2.78762
405,55,490,2.78686,2.7877
345,225,490,2.80847,2.80917
-35,-415,490,2.8345,2.83793
-225,-345,490,2.79567,2.79853
-305,-285,490,2.83583,2.83751
-295,295,490,2.84756,2.84777
255,-325,490,2.79358,2.79645
-405,65,490,2.7961,2.79612
-45,-415,490,2.84482,2.84679
415,45,490,2.84131,2.84519
-405,-65,490,2.79097,2.79284
-315,-265,490,2.79112,2.79195
-405,105,490,2.84977,2.85001
405,-65,490,2.79319,2.7939
405,-55,490,2.7856,2.78654
405,105,490,2.84491,2.84903
-195,365,490,2.82477,2.82533
-295,285,490,2.79379,2.79788
235,-345,490,2.84586,2.84926
-45,-415,490,2.80856,2.80915
415,-5,490,2.82572,2.82762
-345,-235,490,2.85305,2.85658
115,395,490,2.8039,2.80536
135,395,490,2.84569,2.84617
395,-115,490,2.80403,2.80769
-415,-15,490,2.82745,2.8294
-405,65,490,2.79244,2.79593
-365,-185,490,2.79068,2.79069
-395,135,490,2.84672,2.85025
-415,35,490,2.83567,2.83914
-415,35,490,2.83774,2.84126
395,135,490,2.84887,2.85226
-405,95,490,2.82686,2.82902
165,-375,490,2.78783,2.79
-295,285,490,2.79152,2.79399
385,-145,490,2.79644,2.79658
215,-355,490,2.8067,2.80959
305,285,490,2.83539,2.83696
395,-115,490,2.79872,2.80236
-45,-415,490,2.84481,2.84769
-235,335,490,2.7962,2.79753
75,-405,490,2.78313,2.78433
185,-375,490,2.84984,2.85403
-115,395,490,2.79704,2.80079
405,85,490,2.81799,2.81956
-245,335,490,2.82986,2.834
265,325,490,2.8588,2.86077
-315,265,490,2.81537,2.8168
385,155,490,2.78853,2.79158
5,-415,490,2.8252,2.82888
395,-105,490,2.78835,2.79061
-375,-175,490,2.82689,2.82856
-105,405,490,2.85214,2.85271
145,-385,490,2.79224,2.79227
405,-65,490,2.78773,2.78819
-205,355,490,2.77961,2.78325
-405,-85,490,2.8136,2.8175
65,405,490,2.79038,2.79495
355,-205,490,2.77313,2.78081
-345,-225,490,2.78832,2.7949
-395,105,490,2.78899,2.79353
255,-325,490,2.80252,2.80872
325,255,490,2.82095,2.82944
-165,375,490,2.79071,2.79782
385,155,490,2.82842,2.83297
-365,-195,490,2.80948,2.81534
-405,-65,490,2.79632,2.80298
-375,165,490,2.7882,2.79262
135,385,490,2.78199,2.79003
-85,405,490,2.79851,2.80681
-245,335,490,2.81198,2.8182
395,-125,490,2.77368,2.78025
295,-285,490,2.77891,2.7855
245,335,490,2.82484,2.83221
-155,375,490,2.77275,2.78085
-275,-305,490,2.78168,2.78836
-395,105,490,2.775,2.78232
285,295,490,2.78045,2.78482
-45,405,490,2.7727,2.78002
405,45,490,2.77756,2.78463
-105,395,490,2.79018,2.79615
-245,-325,490,2.77809,2.78474
165,375,490,2.79361,2.79885
-195,-365,490,2.81116,2.81699
-245,-335,490,2.83151,2.83735
-245,335,490,2.81928,2.82784
375,-165,490,2.79214,2.79901
-295,285,490,2.78639,2.79437
335,-245,490,2.83777,2.84309
355,215,490,2.81421,2.82146
115,395,490,2.80795,2.81397
-405,-65,490,2.78832,2.79452
-365,195,490,2.82384,2.82845
-385,145,490,2.79634,2.80364
-155,-385,490,2.82544,2.83228
-385,-135,490,2.78579,2.79104
125,395,490,2.82522,2.83011
-325,-245,490,2.78056,2.78764
-5,-415,490,2.82598,2.83062
175,-375,490,2.82539,2.83206
-155,-385,490,2.82979,2.83431
295,285,490,2.78609,2.79421
365,185,490,2.78956,2.79577
-395,115,490,2.79232,2.80002
-345,-225,490,2.79536,2.8003
-405,65,490,2.79669,2.80227
405,55,490,2.78319,2.78761
-395,125,490,2.81674,2.82268
185,365,490,2.77836,2.78322
385,145,490,2.80322,2.81036
355,-205,490,2.78387,2.78891
-385,-155,490,2.83192,2.83704
-355,-205,490,2.79369,2.79808
395,-115,490,2.80796,2.816
-405,85,490,2.81804,2.82589
-345,225,490,2.8053,2.81023
195,-365,490,2.80662,2.81312
75,-405,490,2.8003,2.80708
-415,-15,490,2.82585,2.83283
375,175,490,2.79641,2.80127
-395,-125,490,2.81288,2.8172
405,95,490,2.83375,2.83876
365,-195,490,2.80529,2.80973
415,-45,490,2.83991,2.84499
-375,-165,490,2.79366,2.79814
335,-235,490,2.78507,2.78942
255,325,490,2.81366,2.81947
65,405,490,2.77983,2.78457
-265,315,490,2.79418,2.79928
315,265,490,2.79491,2.80248
-185,375,490,2.84459,2.85302
215,-355,490,2.82722,2.83301
305,275,490,2.80537,2.81335
225,-345,490,2.80798,2.81327
-265,315,490,2.77667,2.78341
335,235,490,2.78754,2.79234
-405,-55,490,2.78421,2.79271
45,405,490,2.7711,2.77946
-355,205,490,2.79195,2.79891
65,-405,490,2.79464,2.80293
-195,365,490,2.82006,2.82724
-375,175,490,2.80535,2.81074
405,55,490,2.7792,2.78535
15,415,490,2.8281,2.83242
-365,-185,490,2.78797,2.79358
-395,-105,490,2.772,2.77971
185,-365,490,2.79345,2.79818
-205,355,490,2.79955,2.80526
335,-245,490,2.82738,2.83256
-275,305,490,2.77505,2.78151
-355,-205,490,2.7823,2.78727
-65,405,490,2.79068,2.79835
-315,-265,490,2.79348,2.80113
-405,-65,490,2.79563,2.80119
185,365,490,2.77285,2.78009
395,-105,490,2.77592,2.78737
-305,-285,490,2.84864,2.85815
-335,235,490,2.79528,2.80415
45,405,490,2.77285,2.78247
365,-185,490,2.77576,2.78856
355,-215,490,2.82646,2.83511
-255,325,490,2.7861,2.79597
-405,-75,490,2.80151,2.81027
-355,-205,490,2.77932,2.79146
45,405,490,2.77808,2.79067
125,395,490,2.8255,2.83669
325,-245,490,2.78103,2.79059
375,-165,490,2.79315,2.80377
415,-5,490,2.82603,2.83765
145,-385,490,2.79356,2.80567
-405,85,490,2.78453,2.79568
-205,-355,490,2.79278,2.80355
175,375,490,2.81172,2.82253
305,-275,490,2.78794,2.79936
375,155,490,2.77265,2.78314
-405,65,490,2.79463,2.8048
315,-265,490,2.78709,2.799
-275,-305,490,2.77,2.78017
415,25,490,2.82955,2.83867
-135,-385,490,2.77819,2.79062
-265,315,490,2.81429,2.82402
-235,-335,490,2.76507,2.77731
375,175,490,2.81428,2.82339
305,275,490,2.78762,2.80015
165,-375,490,2.7905,2.80194
395,-105,490,2.79074,2.80151
-125,395,490,2.82721,2.83854
-135,385,490,2.7778,2.78842
-65,-405,490,2.79249,2.8026
-305,-275,490,2.78521,2.79393
375,-175,490,2.79417,2.80292
-115,-395,490,2.79603,2.80598
385,-125,490,2.76343,2.77603
75,405,490,2.80628,2.81513
405,-75,490,2.80914,2.81795
-65,-405,490,2.78836,2.80097
-65,405,490,2.78969,2.80183
125,-395,490,2.82791,2.83999
105,-395,490,2.77973,2.78988
355,205,490,2.77342,2.78392
395,115,490,2.80072,2.81001
385,135,490,2.78772,2.79736
175,375,490,2.82103,2.82994
325,-245,490,2.77677,2.787
-395,125,490,2.82615,2.83883
-365,-195,490,2.81206,2.82152
385,135,490,2.78214,2.79459
215,355,490,2.81821,2.82735
-335,235,490,2.79476,2.80418
-365,185,490,2.76987,2.77982
-355,195,490,2.76378,2.77635
-295,285,490,2.77722,2.78621
225,345,490,2.81318,2.82527
405,-45,490,2.77691,2.78759
35,405,490,2.76627,2.77795
-365,195,490,2.8182,2.82799
-415,5,490,2.82442,2.83531
135,385,490,2.78224,2.79273
315,-265,490,2.78763,2.79753
265,315,490,2.78673,2.79757
-355,-205,490,2.77379,2.78654
-305,-275,490,2.78388,2.79653
-205,355,490,2.77237,2.78486
315,265,490,2.81342,2.82479
375,165,490,2.76972,2.78252
-245,335,490,2.8197,2.83145
-115,395,490,2.80371,2.81323
-85,405,490,2.8231,2.83521
345,225,490,2.77053,2.77958
-115,-395,490,2.80778,2.81692
405,45,490,2.77736,2.78875
-365,-195,490,2.78231,2.7912
405,35,490,2.77069,2.7818
95,405,490,2.8266,2.83554
365,-185,490,2.79696,2.80879
415,-25,490,2.8298,2.84174
-55,405,490,2.78012,2.78948
-115,-395,490,2.79852,2.80783
-205,-355,490,2.7769,2.78603
-195,-365,490,2.82796,2.8399
235,-335,490,2.79789,2.80831
275,-305,490,2.78446,2.79592
-135,385,490,2.77704,2.78917
335,245,490,2.82827,2.83797
-395,-115,490,2.7738,2.78278
-165,-375,490,2.7842,2.79624
415,5,490,2.77795,2.78945
415,-15,490,2.82711,2.83678
335,235,490,2.7994,2.80961
-25,-415,490,2.82954,2.84181
-115,-395,490,2.80149,2.81072
55,405,490,2.78489,2.7947
205,355,490,2.78676,2.79783
115,395,490,2.80524,2.81768
295,-285,490,2.76562,2.77978
405,-35,490,2.76671,2.78065
-305,265,490,2.7638,2.77973
-25,-405,490,2.75876,2.77542
-105,-395,490,2.75992,2.77517
25,-405,490,2.76569,2.77899
-95,-395,490,2.76184,2.77607
-175,375,490,2.81127,2.82653
-155,-375,490,2.76493,2.77924
-145,385,490,2.8015,2.81682
-365,195,490,2.82008,2.83363
185,-365,490,2.79247,2.80637
245,-325,490,2.76949,2.78401
65,-405,490,2.79114,2.80539
305,275,490,2.79323,2.80956
405,-15,490,2.75958,2.77645
-265,-315,490,2.78929,2.80281
-175,-365,490,2.75728,2.77286
-225,345,490,2.7873,2.8021
405,-75,490,2.7752,2.79123
305,275,490,2.79501,2.80973
325,-245,490,2.76856,2.78228
295,285,490,2.77197,2.78498
-385,-125,490,2.7648,2.77951
-135,-385,490,2.77849,2.79304
405,-65,490,2.79278,2.80901
305,-275,490,2.77421,2.7878
-235,335,490,2.79301,2.8061
125,395,490,2.82191,2.83791
-35,405,490,2.7666,2.78039
-245,325,490,2.77218,2.78654
115,395,490,2.79415,2.80982
405,-65,490,2.79314,2.80839
135,385,490,2.7725,2.78593
255,325,490,2.80181,2.8175
275,-305,490,2.79907,2.81616
-325,245,490,2.76536,2.7817
-55,-405,490,2.7806,2.79634
265,-315,490,2.78685,2.80188
405,-85,490,2.82015,2.83655
-335,235,490,2.77452,2.78811
-385,-145,490,2.80212,2.81616
405,95,490,2.82695,2.83993
355,-205,490,2.77622,2.79242
-5,405,490,2.7574,2.77439
-75,405,490,2.80607,2.82222
-365,195,490,2.81088,2.82628
225,345,490,2.80648,2.82068
95,-395,490,2.76427,2.78018
-235,345,490,2.84264,2.85562
-395,-125,490,2.81539,2.82843
-355,205,490,2.7761,2.79265
335,-235,490,2.78378,2.79709
275,-305,490,2.78476,2.79762
-335,-235,490,2.7845,2.79935
-345,-225,490,2.77652,2.79113
285,-295,490,2.77403,2.79089
-405,85,490,2.76258,2.77601
245,325,490,2.78402,2.80053
-115,-395,490,2.79729,2.81213
135,-385,490,2.77423,2.79036
-225,-345,490,2.81204,2.8265
-345,225,490,2.79216,2.80867
235,335,490,2.77363,2.78918
235,335,490,2.78178,2.7965
-415,-5,490,2.82477,2.83933
365,-195,490,2.80488,2.81786
-15,-405,490,2.76045,2.77418
-405,-85,490,2.81912,2.83301
315,-265,490,2.80722,2.82126
25,-405,490,2.76219,2.77653
355,-205,490,2.78758,2.80169
-355,-215,490,2.82998,2.84401
395,-125,490,2.82727,2.84083
-385,-135,490,2.77953,2.79513
245,335,490,2.82131,2.83429
-405,75,490,2.79963,2.81447
-245,325,490,2.76228,2.7766
65,-405,490,2.78925,2.80587
405,-5,490,2.75834,2.77353
345,-215,490,2.77787,2.79415
-255,-315,490,2.76502,2.7817
355,215,490,2.82301,2.83941
355,-205,490,2.798,2.81219
-15,415,490,2.82582,2.83962
185,-365,490,2.78563,2.79961
-125,-395,490,2.81965,2.83395
-385,145,490,2.77588,2.79218
-135,385,490,2.76355,2.77794
-205,355,490,2.78105,2.79546
-405,-25,490,2.76327,2.77959
-325,-245,490,2.78197,2.7983
135,385,490,2.77498,2.79071
335,-225,490,2.75993,2.77547
-405,-35,490,2.76585,2.78229
395,105,490,2.77926,2.79343
-405,-45,490,2.7737,2.78716
-75,-405,490,2.77646,2.78955
-145,-385,490,2.79505,2.81189
-395,-125,490,2.82176,2.83758
385,135,490,2.77798,2.79403
-385,135,490,2.76717,2.78405
-355,205,490,2.77979,2.79591
305,275,490,2.79762,2.81212
245,-325,490,2.78478,2.7985
-75,405,490,2.80835,2.8253
255,-325,490,2.82368,2.83907
-175,-375,490,2.82523,2.84185
-315,255,490,2.7701,2.78296
5,405,490,2.75709,2.7763
395,-115,490,2.79764,2.81585
-305,-275,490,2.80295,2.82231
-335,225,490,2.75878,2.77932
355,195,490,2.76191,2.78137
265,-315,490,2.80716,2.826
385,-125,490,2.75589,2.77425
-305,-265,490,2.76242,2.78351
-385,-145,490,2.80814,2.82708
-385,155,490,2.81911,2.83673
165,375,490,2.79528,2.8146
215,345,490,2.76881,2.78684
65,405,490,2.78976,2.80975
-15,-405,490,2.76035,2.77975
405,-65,490,2.74997,2.77084
405,5,490,2.7579,2.77783
-355,-205,490,2.78968,2.80929
-245,-325,490,2.75414,2.77434
75,405,490,2.8026,2.82133
-405,-75,490,2.80928,2.82891
405,75,490,2.80861,2.82627
405,25,490,2.76506,2.78431
-15,405,490,2.74969,2.77081
85,-395,490,2.7578,2.77871
5,-405,490,2.7588,2.77843
5,-405,490,2.75866,2.77595
35,405,490,2.76795,2.78751
-375,155,490,2.76197,2.78071
175,-375,490,2.81896,2.84031
-295,285,490,2.79866,2.81722
-385,-145,490,2.80462,2.82332
255,315,490,2.75054,2.77083
-395,-125,490,2.81604,2.83506
385,145,490,2.79974,2.82087
255,325,490,2.82265,2.84164
25,405,490,2.76345,2.78469
405,45,490,2.76262,2.78122
195,-365,490,2.82779,2.84523
315,265,490,2.79328,2.81298
395,95,490,2.76915,2.78934
-355,-205,490,2.76252,2.78149
-365,-195,490,2.82485,2.84228
215,355,490,2.82334,2.84377
315,255,490,2.76629,2.7851
25,-405,490,2.76415,2.78537
115,395,490,2.80338,2.8247
-65,405,490,2.79366,2.81456
295,-275,490,2.75568,2.77492
-275,-305,490,2.79596,2.81531
315,-255,490,2.77182,2.79302
-85,395,490,2.75699,2.77789
125,395,490,2.81598,2.83512
375,-155,490,2.76012,2.78096
165,-375,490,2.78068,2.80069
-45,405,490,2.77353,2.79298
125,395,490,2.81601,2.83609
-195,-355,490,2.74753,2.76843
85,395,490,2.75256,2.77216
155,-375,490,2.74979,2.76947
-355,-195,490,2.75726,2.77815
-125,385,490,2.76048,2.77888
-55,405,490,2.78157,2.79959
405,-15,490,2.76053,2.77827
75,-405,490,2.78225,2.80335
-405,-35,490,2.77001,2.78879
-355,205,490,2.78749,2.80648
-365,195,490,2.8179,2.83794
75,405,490,2.80729,2.82633
405,5,490,2.75813,2.77584
-155,375,490,2.76503,2.78309
-325,245,490,2.75726,2.77648
-135,385,490,2.77864,2.79765
-95,-395,490,2.76664,2.78587
-385,-145,490,2.80193,2.82206
-325,-245,490,2.78489,2.80566
-225,335,490,2.7562,2.77652
-365,-175,490,2.75482,2.77243
395,95,490,2.77263,2.79089
275,295,490,2.74931,2.77069
255,-325,490,2.81562,2.8337
345,225,490,2.81391,2.83409
-265,-315,490,2.81367,2.83424
305,-275,490,2.79342,2.81203
355,-195,490,2.76666,2.78631
-205,355,490,2.79524,2.81629
165,-375,490,2.79609,2.81336
155,375,490,2.7591,2.7796
-325,255,490,2.8129,2.8319
-315,265,490,2.78874,2.80698
-405,-35,490,2.76944,2.78782
-45,-405,490,2.77241,2.79502
325,255,490,2.81838,2.84079
365,-175,490,2.75856,2.7823
-385,125,490,2.75068,2.77521
205,355,490,2.80117,2.82663
135,385,490,2.7755,2.7972
345,-215,490,2.75623,2.77784
405,25,490,2.76381,2.78868
295,-285,490,2.80355,2.82703
405,-45,490,2.77677,2.79937
235,-335,490,2.77699,2.80084
-295,-285,490,2.78315,2.8056
-405,45,490,2.77692,2.8001
-305,-275,490,2.7995,2.82402
-405,-25,490,2.76406,2.78883
-135,-385,490,2.77419,2.79664
215,-345,490,2.78105,2.80316
395,85,490,2.7572,2.77988
-365,175,490,2.75641,2.78038
-215,-345,490,2.75428,2.77722
335,-235,490,2.75794,2.78112
75,405,490,2.80408,2.82556
225,-335,490,2.75398,2.77741
-375,165,490,2.78586,2.80887
375,-155,490,2.76183,2.7872
-55,-405,490,2.78381,2.80855
355,-195,490,2.75526,2.77743
245,325,490,2.76518,2.78768
405,15,490,2.75994,2.78468
15,405,490,2.75791,2.78326
285,-285,490,2.75759,2.77965
295,-275,490,2.75425,2.77572
175,365,490,2.76546,2.78806
-65,405,490,2.79479,2.81672
395,-85,490,2.7562,2.78161
-95,395,490,2.76831,2.79101
365,-185,490,2.78434,2.8095
405,55,490,2.78302,2.80579
265,-315,490,2.81052,2.83563
225,345,490,2.80831,2.83377
-365,185,490,2.79396,2.81955
405,-65,490,2.77976,2.80514
375,-145,490,2.7415,2.7669
395,85,490,2.75797,2.78012
355,-195,490,2.75961,2.78259
185,-365,490,2.77969,2.80356
235,335,490,2.78609,2.80938
-405,-55,490,2.78022,2.80414
35,-405,490,2.76885,2.79259
-225,-345,490,2.81187,2.83372
-395,105,490,2.7828,2.80452
395,-105,490,2.78549,2.81041
-205,355,490,2.78193,2.80755
15,405,490,2.75778,2.77982
-25,-405,490,2.76331,2.78473
-355,-195,490,2.75602,2.77788
195,355,490,2.74741,2.76952
385,125,490,2.74907,2.77197
105,395,490,2.77787,2.80294
95,395,490,2.76005,2.78343
315,255,490,2.76635,2.79022
135,-385,490,2.77379,2.79731
25,405,490,2.76303,2.78455
405,-5,490,2.75922,2.7811
-85,-395,490,2.75615,2.77943
405,25,490,2.76354,2.78719
-335,-235,490,2.79601,2.8189
305,275,490,2.80753,2.83193
325,245,490,2.76227,2.78607
325,245,490,2.78093,2.80412
-195,355,490,2.76201,2.78366
385,-135,490,2.77023,2.7952
-245,-325,490,2.75711,2.78007
385,-125,490,2.74857,2.77296
-395,-105,490,2.77591,2.79899
-385,135,490,2.78019,2.8028
15,405,490,2.75857,2.78061
-315,255,490,2.74963,2.77107
305,275,490,2.78542,2.81079
275,-305,490,2.79232,2.81583
175,-365,490,2.74228,2.76706
-255,-325,490,2.81695,2.84186
-35,-405,490,2.76827,2.79314
245,325,490,2.77738,2.80116
-195,355,490,2.76114,2.78641
-75,-405,490,2.8042,2.82576
-315,255,490,2.74752,2.77237
